fname|prefix|middle|suffix|mid_pred|label|comment|exact_match|chrf|bleu|rouge1|rouge2|rougeL
code_examples\object_annotator.py|"
                color = rgb_bgr_converter(color)

                # Annotate based on object type
                if track == 'ball':
                    frame = self.draw_triangle(frame, item['bbox'], self.ball_annotation_color)
                elif track == 'referee':
                    frame = self.draw_ellipse(frame, item['bbox'], self.referee_annotation_color, track_id, -1, track)
                else:
                    speed = item.get('speed', 0)
                    frame = self.draw_ellipse(frame, item['bbox'], color, track_id, speed, track)

                    # If the player has the ball, draw a triangle to indicate it
                    if 'has_ball' in item and item['has_ball']:
                        frame = self.draw_triangle(frame, item['bbox'], color)

        return frame
    

    def draw_triangle(self, frame: np.ndarray, bbox:"|"tuple[int, int, int, int], 
                      color: tuple[int, int, int]) -> np.ndarray:
        """"""
        draws a triangle to indicate the ball's position."|"

        Args:
            frame (np.ndarray): The frame where the triangle will be drawn.
            bbox (Tuple[int, int, int, int]): The bounding box of the object.
            color (Tuple[int, int, int]): The color of the triangle.

        Returns:
            np.ndarray: The frame with the triangle drawn on it.
        """"""

        # Adjust the color for the triangle outline based on the ball color's darkness
        color2 = (255, 255, 255) if is_color_dark(color) else (0, 0, 0)

        # Get the x and y position of the triangle
        y = int(bbox[1])
        x, _ = get_bbox_center(bbox)
        x = int(x)

        # Define the triangle points
        points = np.array([
            [x, y],
            [x - 8, y - 1"|"tuple[int, int, int, int], color: tuple[int, int, int, int]):
        """"""draws a triangle on the frame.

        args:
            fram"|0|Mostly correct|False|68.49387784739072|0.3517559811415743|0.7|0.5789473684210527|0.7
code_examples\ball_to_player_assigner.py|"]): The position of the first penalty point (x, y).
            penalty_point_2_pos (Tuple[float, float]): The position of the second penalty point (x, y).

        Returns:
            Tuple[Dict[str, Any], int]: Updated tracks and the ID of the player with the ball.
        """"""
        # Copy the tracks to avoid mutating the original data
        tracks = tracks.copy()
        player_w_ball = -1
        valid_ball_tracks = []  
        best_ball_key = None
        to_delete = []

        if 'ball' in tracks and tracks['ball']:
            self.ball_exists = False
            self.ball_lost_frame = current_frame
            
            for ball_key, ball_data in tracks['ball'].items():
                ball_pos = ball_data['projection']  
                ball_bbox_center = get_bbox_center(ball_data['bbox'])  

                is_"|"near_penalty_point = false
                if penalty_point_1_pos is not none:
                    if point_distance(ball_bbox_center, penalty_point_1_pos)"|" < self.penalty_point_distance:
                        is_near_penalty_point = True
                if penalty_point_2_pos is not None:
                    if point_distance(ball_bbox_center, penalty_point_2_pos) < self.penalty_point_distance:
                        is_near_penalty_point = True

                if not is_near_penalty_point and self.is_ball_movement_valid(ball_pos, current_frame):
                    valid_ball_tracks.append((ball_key, ball_pos))
                else:
                    to_delete.append(ball_key)

        if valid_ball_tracks:
            self.ball_exists = True
            min_dis = self.max_ball_distance
            best_ball_key, best_ball_pos = None, None
            players = {**tracks.get('player', {}), **tracks.get('goalkeeper', {})}

            for ball"|"near_penalty_point = false
                for ball_pos_2 in valid_ball_tracks:
                    if ball_pos_2[0] < ball_pos["|1|For the most part makes senese. This is a bit harder input sequence.|False|21.489499387618036|0.10025157431478134|0.3902439024390244|0.15384615384615383|0.3902439024390244
code_examples\video_utils.py|" video or None to skip saving.
        batch_size (int, optional): Number of frames to process at once.
        skip_seconds (int, optional): Seconds to skip at the beginning of the video.
    """"""
    from annotation import AbstractVideoProcessor  # Lazy import

    if processor is not None and not isinstance(processor, AbstractVideoProcessor):
        raise ValueError(""The processor must be an instance of AbstractVideoProcessor."")
    
    cap = cv2.VideoCapture(video_source)
    
    if not cap.isOpened():
        print(""Error: Could not open video source."")
        return

    fps = int(cap.get(cv2.CAP_PROP_FPS))
    frames_to_skip = int(skip_seconds * fps)

    # Skip the first 'frames_to_skip' frames
    for _ in range(frames_to_skip):
        cap.read()  # Simply read and discard the frames

    frame_queue = queue."|"queue(maxsize=100)
    processed_queue = queue.queue(maxsize=100)
    stop_event = threading.event()
    
    def signal_handler("|"signum, frame):
        """"""Signal handler to initiate shutdown on interrupt.""""""

        print(""Interrupt received, initiating shutdown..."")
        stop_event.set()

    signal.signal(signal.SIGINT, signal_handler)
    
    def frame_capture_thread() -> None:
        """"""Thread to capture frames from the video source.""""""

        print(""Starting frame capture"")
        frame_count = frames_to_skip  # Start counting frames from here
        try:
            while cap.isOpened() and not stop_event.is_set():
                ret, frame = cap.read()
                if not ret:
                    print(""No more frames to capture or end of video"")
                    break
                resized_frame = cv2.resize(frame, (1920, 1080))

                frame_queue.put((frame_count, resized_frame))
                frame_count += 1
        except Exception as e:
            print(f""Error in"|"queue()
    stop_event = threading.event()

    def signal_handler(signal, frame):
        """"""signal handler to initiate shutdown on interrupt.""""""

        print(""interrupt received"|1|The meaning is correct|False|37.25104413103037|0.1531024544118244|0.4444444444444445|0.35294117647058826|0.4444444444444445
code_examples\projection_annotator.py|" and 'ball'.

        Returns:
            np.ndarray: The annotated frame.
        """"""
        frame = frame.copy()
        frame = self._draw_voronoi(frame, tracks)

        for class_name, track_data in tracks.items():
            if class_name != 'ball':  # Ball is drawn later
                for track_id, track_info in track_data.items():
                    proj_pos = track_info['projection']
                    color = track_info.get('club_color', (255, 255, 255))
                    color = rgb_bgr_converter(color)
                    is_dark_color = is_color_dark(color)

                    if class_name in ['player', 'goalkeeper']:
                        shape = 'square' if class_name == 'goalkeeper' else 'circle'
                        self._draw_outline(frame, proj_pos, shape=shape,"|"is_dark=is_dark_color)

                        if track_info.get('has_ball', false):
                            cv2.circle(frame, (int(proj_pos[0"|"]), int(proj_pos[1])), radius=15, color=(0, 255, 0), thickness=2)
                        if shape == 'circle':
                            cv2.circle(frame, (int(proj_pos[0]), int(proj_pos[1])), radius=10, color=color, thickness=-1)
                        else:
                            top_left = (int(proj_pos[0]) - 10, int(proj_pos[1]) - 10)
                            bottom_right = (int(proj_pos[0]) + 10, int(proj_pos[1]) + 10)
                            cv2.rectangle(frame, top_left, bottom_right, color=color, thickness=-1)

                    elif class_name == 'referee':
                        self._draw_outline(frame, proj_pos, shape='dashed_circle', is_dark"|"thickness=2)
                        elif class_name == 'ball':
                            cv2.circle(frame, (int(proj_pos[0]), int(proj_pos["|1|Makes sense, but some parts are wrong.|False|40.587365972490254|0.02777619034011792|0.45714285714285713|0.3636363636363636|0.45714285714285713
code_examples\football_video_processor.py|" 1e-6) -> List[np.ndarray]:
        """"""
        Processes a batch of video frames, detects and tracks objects, assigns ball possession, and annotates the frames.

        Args:
            frames (List[np.ndarray]): List of video frames.
            fps (float): Frames per second of the video, used for speed estimation.

        Returns:
            List[np.ndarray]: A list of annotated video frames.
        """"""
        
        self.cur_fps = max(fps, 1e-6)

        # Detect objects and keypoints in all frames
        batch_obj_detections = self.obj_tracker.detect(frames)
        batch_kp_detections = self.kp_tracker.detect(frames)

        processed_frames = []

        # Process each frame in the batch
        for idx, (frame, object_detection, kp_detection) in enumerate(zip(frames, batch_obj_detections"|", batch_kp_detections)):
            
            # track detected objects and keypoints
            obj_tracks = self.obj_tracker.track(object_detection)
            kp_tracks = self."|"kp_tracker.track(kp_detection)

            # Assign clubs to players based on their tracked position
            obj_tracks = self.club_assigner.assign_clubs(frame, obj_tracks)

            all_tracks = {'object': obj_tracks, 'keypoints': kp_tracks}

            # Map objects to a top-down view of the field
            all_tracks = self.obj_mapper.map(all_tracks)

            # Assign the ball to the closest player and calculate speed
            all_tracks['object'], _ = self.ball_to_player_assigner.assign(
                all_tracks['object'], self.frame_num, 
                all_tracks['keypoints'].get(8, None),  # keypoint for player 1
                all_tracks['keypoints'].get(24, None)  # keypoint for player 2
            )

            # Estimate the speed of the tracked objects
           "|", batch_kp_detections)):

            # process each frame in the batch
            processed_frames.append(frame)

            # calculate the speed of the tracked objects
            all"|2|Started good, but the rest is wrong.|False|26.239283799210465|0.05415315253510895|0.25|0.15789473684210525|0.25
code_examples\video_utils.py|" frame capture: {e}"")
        finally:
            cap.release()
            frame_queue.put(None)  # Signal end of capture
        print(""Frame capture complete"")

    def frame_processing_thread() -> None:
        """"""Thread to process frames from the frame queue.""""""
        
        print(""Starting frame processing"")
        frame_batch = []
        while not stop_event.is_set():
            try:
                item = frame_queue.get(timeout=1)
                if item is None:
                    print(""No more frames to process"")
                    if frame_batch:
                        process_batch(frame_batch)
                    break
                frame_count, frame = item
                frame_batch.append((frame_count, frame))

                if len(frame_batch) == batch_size:
                    process_batch(frame_batch)
                    frame_batch = []
            except queue.Empty:
                continue
            except Exception as e:
                print(f""Error in"|"frame processing: {e}"")

        processed_queue.put(none)  # signal end of processing
        print(""frame processing complete"")

    def process_batch(batch: list[tuple["|"int, np.ndarray]]) -> None:
        """"""
        Process a batch of frames and put results in the processed queue.

        Args:
            batch (List[Tuple[int, np.ndarray]]): List of tuples containing frame count and frame data.
        """"""
        frames = [frame for _, frame in batch]
        try:
            processed_batch = processor.process(frames, fps)
            for (frame_count, _), processed_frame in zip(batch, processed_batch):
                processed_queue.put((frame_count, processed_frame))
        except Exception as e:
            print(f""Error processing batch: {e}"")
            traceback.print_exc()

    def frame_display_thread(temp_dir: str) -> None:
        """"""Thread to display processed frames.""""""

        print(""Starting frame display"")
        while not stop_event.is_set():
            try:
                item = processed_queue.get(timeout=1)"|"frame processing: {e}"")
                traceback.print_exc()

    def process(
        processor: processor,
        batch: list[tuple[int, np.ndarray]],
        fp"|1|Makes sense, but not correct.|False|33.345135343768604|0.07054963417278473|0.4736842105263158|0.2777777777777778|0.4736842105263158
code_examples\football_video_processor.py|" return combined_frame
    

    def _annotate_possession(self, frame: np.ndarray) -> np.ndarray:
        """"""
        Annotates the possession progress bar on the top-left of the frame.

        Args:
            frame (np.ndarray): The frame to be annotated.

        Returns:
            np.ndarray: The annotated frame with possession information.
        """"""
        frame = frame.copy()
        overlay = frame.copy()

        # Position and size for the possession overlay (top-left with 20px margin)
        overlay_width = 500
        overlay_height = 100
        gap_x = 20  # 20px from the left
        gap_y = 20  # 20px from the top

        # Draw background rectangle (black with transparency)
        cv2.rectangle(overlay, (gap_x, gap_y), (gap_x + overlay_width"|", gap_y + overlay_height), (0, 0, 0), -1)
        alpha = 0.4
        frame = cv2.addweighted(overlay, alpha"|", frame, 1 - alpha, 0)

        # Position for possession text
        text_x = gap_x + 15
        text_y = gap_y + 30

        # Display ""Possession"" above the progress bar
        cv2.putText(frame, 'Possession:', (text_x, text_y), cv2.FONT_HERSHEY_SIMPLEX, .7, (255, 255, 255), 1)

        # Position and size for the possession bar (20px margin)
        bar_x = text_x
        bar_y = text_y + 25
        bar_width = overlay_width - bar_x
        bar_height = 15

        # Get possession data from the ball-to-player assigner
        possession = self.ball_to_player_assigner.get_ball_possessions"|", gap_y), (0, 0, 255), 2)

        # draw overlay rectangle (black with transparency)
        cv2.rectangle(overlay"|1|Close, makes a lot of sense, but not correct.|False|31.048276356644543|0.03112418223320603|0.45161290322580644|0.1379310344827586|0.38709677419354843
code_examples\football_video_processor.py|"1_text_x = bar_x + club1_width // 2 - 10  # Center of club 1's possession bar
        club1_text_y = bar_y + 35  # 20 pixels below the bar
        cv2.putText(frame, possession_club1_text, (club1_text_x, club1_text_y), 
                    cv2.FONT_HERSHEY_SIMPLEX, 0.5, (0, 0, 0), 2)  # Black outline
        cv2.putText(frame, possession_club1_text, (club1_text_x, club1_text_y), 
                    cv2.FONT_HERSHEY_SIMPLEX, 0.5, club1_color, 1)  # Club 1's color

        # Text for club 2
        club2_text_"|"x = bar_x + club1_width + neutral_width + club2_width // 2 - 10  # center of club 2's possession bar
        club2"|"_text_y = bar_y + 35  # 20 pixels below the bar
        cv2.putText(frame, possession_club2_text, (club2_text_x, club2_text_y), 
                    cv2.FONT_HERSHEY_SIMPLEX, 0.5, (0, 0, 0), 2)  # Black outline
        cv2.putText(frame, possession_club2_text, (club2_text_x, club2_text_y), 
                    cv2.FONT_HERSHEY_SIMPLEX, 0.5, club2_color, 1)  # Club 2's color



    def _save_tracks(self, all_tracks: Dict[str, Dict[int, np.ndarray]]) -> None:
        """"""
        Saves the tracking information for objects and keypoints to the specified directory.

        Args"|"x = bar_x + club2_width // 2 - 10  # center of club 2's possession bar
        club2_text_y = ba"|1|Shares some meaning, but not correct.|False|70.63638129873749|0.7014922197807993|0.8108108108108109|0.7428571428571428|0.8108108108108109
code_examples\ball_to_player_assigner.py|"from utils import point_distance, get_bbox_center
from .possession_tracking import PossessionTracker
from club_assignment import Club

from typing import Dict, Tuple, Any

class BallToPlayerAssigner:
    """"""Assigns the ball to a player if it fits the criteria""""""

    def __init__(self, 
                 club1: Club, 
                 club2: Club, 
                 max_ball_distance: float = 10.0, 
                 grace_period: float = 4.0, 
                 ball_grace_period: float = 2.0, 
                 fps: int = 30, 
                 max_ball_speed: float = 250.0, 
                 speed_check_frames: int = 5, 
                 penalty_point_distance: float = 15.0) -> None:
        """"""
        Initializes the BallToPlayerAssigner with necessary parameters.

        Args:
            club1 ("|"club): the club object of the first club.
            club2 (club): the club object of the second club.
            max_ball_distance (float): the maximum distance to consider a player"|" as being able to possess the ball.
            grace_period (float): The time in seconds a player retains possession after losing the ball.
            ball_grace_period (float): The time in seconds to allow a player to retain possession after the ball detection is lost.
            fps (int): Frames per second for the video feed.
            max_ball_speed (float): The maximum allowed ball movement in pixels between frames.
            speed_check_frames (int): The number of frames to check for ball movement.
            penalty_point_distance (float): The distance from the penalty point within which the ball is considered invalid.
        """"""
        self.max_ball_distance = max_ball_distance
        self.grace_period_frames = int(grace_period * fps)
        self.ball_grace_period_frames = int(ball_grace_period * fps)
        self.max_ball_speed = max_"|"club): the club that the ball is assigned to.
            club2 (club): the club that the ball is assigned to.
            max_ball_distance (float): the maximu"|1|Missed some explainations, but partially correct.|False|51.405648596006685|0.1750200329239495|0.5660377358490566|0.35294117647058826|0.5283018867924528
code_examples\video_utils.py|"import cv2
import os
import glob
import queue
import threading
import tempfile
import time
import signal
import traceback
from typing import List, Tuple, Optional
import numpy as np


def _convert_frames_to_video(frame_dir: str, output_video: str, fps: float, frame_size: Tuple[int, int]) -> None:
    """"""
    Convert frames in a directory to a video file.

    Args:
        frame_dir (str): Directory containing frame images.
        output_video (str): Path to save the output video.
        fps (float): Frames per second for the output video.
        frame_size (Tuple[int, int]): Size of the frames as (width, height).
    """"""
    fourcc = cv2.VideoWriter_fourcc('m', 'p', '4', 'v')
    out = cv2.VideoWriter(output_video, fourcc"|", fps, frame_size)
    
    frame_files = sorted(glob.glob(os.path.join(frame_dir, ""*.jpg"")))
    frame_count = len(frame_"|"files)

    if frame_count <= 0:
        out.release()
        print(""There are no frames to save"")
        return
    
    for filename in frame_files:
        img = cv2.imread(filename)
        out.write(img)
    
    out.release()
    print(f""Video saved as {output_video}"")


def process_video(processor = None, video_source: str = 0, output_video: Optional[str] = ""output.mp4"", 
                  batch_size: int = 30, skip_seconds: int = 0) -> None:
    """"""
    Process a video file or stream, capturing, processing, and displaying frames.

    Args:
        processor (AbstractVideoProcessor): Object responsible for processing frames.
        video_source (str, optional): Video source (default is ""0"" for webcam).
        output_video (Optional[str], optional): Path to save the output"|", fps, frame_size)
    for frame_file in glob.glob(os.path.join(frame_dir, ""*.jpg"")):
        frame = cv2"|2|Has some similarities, but the meaning is incorrect.|False|62.27991160520138|0.10025157431478134|0.7999999999999999|0.6666666666666667|0.7999999999999999
code_examples\speed_estimator.py|"import math
from collections import deque
from typing import Dict, Any, Tuple

class SpeedEstimator:
    """"""Estimates the speed of objects (km/h).""""""

    def __init__(self, field_width: int = 528, field_height: int = 352,
                 real_field_length: float = 100, real_field_width: float = 50, 
                 smoothing_window: int = 5) -> None:
        """"""
        Initialize the SpeedEstimator with the field dimensions and real-world measurements.

        Args:
            field_width (int): Width of the field in pixels.
            field_height (int): Height of the field in pixels.
            real_field_length (float): Real-world length of the field in meters.
            real_field_width (float): Real-world width of the field in meters.
            smoothing_window (int): Number of"|"frames to consider for speed smoothing.
        """"""
        self.field_width = field_width
        self.field_height = field_height
        self.real_field_length = real_"|"field_length  # in meters
        self.real_field_width = real_field_width    # in meters
        self.previous_positions: Dict[Any, Tuple[Tuple[float, float], int]] = {}
        self.speed_history: Dict[Any, deque] = {}
        self.smoothing_window = smoothing_window
        
        # Calculate scaling factors
        self.scale_x = real_field_length / field_width
        self.scale_y = real_field_width / field_height
        
        # Maximum realistic speed (km/h)
        self.max_speed = 40.0

    def calculate_speed(self, tracks: Dict[str, Any], frame_number: int, fps: float) -> Dict[str, Any]:
        """"""
        Calculate the speed of players based on their projections and update the track information.

        Args:
            tracks (Dict[str, Any]): A dictionary containing"|"smoothing windows to use.
        """"""
        self.field_width = field_width
        self.field_height = field_height
        self.real_field_length = rea"|0|A lot of similarities.|False|79.3395041135466|0.5301288270677014|0.8|0.6842105263157895|0.7500000000000001
code_examples\keypoints_tracker.py|"from tracking.abstract_tracker import AbstractTracker

import cv2
import supervision as sv
from typing import List
from ultralytics.engine.results import Results
import numpy as np

class KeypointsTracker(AbstractTracker):
    """"""Detection and Tracking of football field keypoints""""""

    def __init__(self, model_path: str, conf: float = 0.1, kp_conf: float = 0.7) -> None:
        """"""
        Initialize KeypointsTracker for tracking keypoints.
        
        Args:
            model_path (str): Model path.
            conf (float): Confidence threshold for field detection.
            kp_conf (float): Confidence threshold for keypoints.
        """"""
        super().__init__(model_path, conf)  # Call the Tracker base class constructor
        self.kp_conf = kp_conf  # Keypoint Confidence Threshold
        self.tracks = []  # Initialize tracks list
        self"|".cur_frame = 0  # frame counter initialization
        self.original_size = (1920, 1080)  # original resolution (1920"|"x1080)
        self.scale_x = self.original_size[0] / 1280
        self.scale_y = self.original_size[1] / 1280

    def detect(self, frames: List[np.ndarray]) -> List[Results]:
        """"""
        Perform keypoint detection on multiple frames.

        Args:
            frames (List[np.ndarray]): List of frames for detection.
        
        Returns:
            List[Results]: Detected keypoints for each frame
        """"""
        # Adjust contrast before detection for each frame
        contrast_adjusted_frames = [self._preprocess_frame(frame) for frame in frames]

        # Use YOLOv8's batch predict method
        detections = self.model.predict(contrast_adjusted_frames, conf=self.conf)
        return detections

    def track(self, detection: Results) -> dict:
        """"""
        Perform keypoint tracking"|".original_size = (640, 480)  # original image size
        self.scale_x = self.original_size[0] /"|2|Share some meaning, but mostly incorrect.|False|26.66090188234886|0.033360862268577436|0.35714285714285715|0.15384615384615385|0.21428571428571427
code_examples\homography.py|"import cv2
import numpy as np
from typing import Tuple, List

class HomographySmoother:
    def __init__(self, alpha: float = 0.9):
        """"""
        Initializes the homography smoother.

        Args:
            alpha (float): Smoothing factor, between 0 and 1. Higher values give more weight to the current homography.
        """"""
        self.alpha = alpha  # Smoothing factor
        self.smoothed_H = None  # Store the smoothed homography matrix

    def smooth(self, current_H: np.ndarray) -> np.ndarray:
        """"""
        Smooths the homography matrix using exponential smoothing.

        Args:
            current_H (np.ndarray): The current homography matrix of shape (3, 3).

        Returns:
            np.ndarray: The smoothed homography matrix of shape ("|"3, 3).
        """"""
        if self.smoothed_h is none:
            # initialize with the first homography matrix
            self.smoothed_h = current_"|"H
        else:
            # Apply exponential smoothing
            self.smoothed_H = self.alpha * current_H + (1 - self.alpha) * self.smoothed_H

        return self.smoothed_H

def get_homography(keypoints: dict, top_down_keypoints: np.ndarray) -> np.ndarray:
    """"""
    Compute the homography matrix between detected keypoints and top-down keypoints.

    Args:
        keypoints (dict): A dictionary of detected keypoints, where keys are identifiers 
        and values are (x, y) coordinates.
        top_down_keypoints (np.ndarray): An array of shape (n, 2) containing the top-down keypoints.

    Returns:
        np.ndarray: A 3x3 homography matrix that maps the keypoints to the top-down view.
    """"""
    kps: List[Tuple["|"3, 3).
        """"""
        if self.smoothed_h is none:
            # compute the smoothed homography matrix
            self.smoothe"|0|Mostly correct.|False|62.54945344197136|0.4647041475704685|0.7878787878787877|0.6451612903225806|0.7878787878787877
code_examples\main.py|"from utils import process_video
from tracking import ObjectTracker, KeypointsTracker
from club_assignment import ClubAssigner, Club
from ball_to_player_assignment import BallToPlayerAssigner
from annotation import FootballVideoProcessor

import numpy as np

def main():
    """"""
    Main function to demonstrate how to use the football analysis project.
    This script will walk you through loading models, assigning clubs, tracking objects and players, and processing the video.
    """"""

    # 1. Load the object detection model
    # Adjust the 'conf' value as per your requirements.
    obj_tracker = ObjectTracker(
        model_path='models/weights/object-detection.pt',    # Object Detection Model Weights Path
        conf=.5,                                            # Object Detection confidence threshold
        ball_conf=.05                                        # Ball Detection confidence threshold
    )

    # 2. Load the keypoints detection model
    # Adjust the '"|"conf' and 'kp_conf' values as per your requirements.
    kp_tracker = keypointstracker(
        model_path='models/weights/keypoints-detection.pt', #"|" Keypoints Model Weights Path
        conf=.3,                                            # Field Detection confidence threshold
        kp_conf=.7,                                         # Keypoint confidence threshold
    )
    
    # 3. Assign clubs to players based on their uniforms' colors
    # Create 'Club' objects - Needed for Player Club Assignment
    # Replace the RGB values with the actual colors of the clubs.
    club1 = Club('Club1',         # club name 
                 (232, 247, 248), # player jersey color
                 (6, 25, 21)      # goalkeeper jersey color
                 )
    club2 = Club('Club2',         # club name 
                 (172, 251, 145), # player jersey color
                 (239, 156, 132)  # goalkeeper jersey color
                 )   

    # Create a ClubAssigner"|"keypoint_conf' value as per your requirements.
    kp_tracker = keypointstracker(
        model_path='models/weights/keypoint-detection.pt',"|0|Almost entirely correct|False|68.56124936852565|0.4733406936045769|0.8888888888888888|0.8823529411764706|0.8888888888888888
code_examples\object_annotator.py|"from .abstract_annotator import AbstractAnnotator
from utils import get_bbox_width, get_bbox_center, is_color_dark, rgb_bgr_converter

import cv2
import numpy as np
from typing import Dict, Tuple

class ObjectAnnotator(AbstractAnnotator):
    """"""Annotates objects in a frame, such as the ball, players, referees, and goalkeepers.""""""

    def __init__(self, ball_annotation_color: Tuple[int, int, int] = (48, 48, 190), 
                 referee_annotation_color: Tuple[int, int, int] = (40, 40, 40)) -> None:
        """"""
        Initializes the ObjectAnnotator with predefined ball and referee annotation colors.

        Args:
            ball_annotation_color (Tuple[int, int, int]): RGB color to annotate"|"the ball with.
            referee_annotation_color (tuple[int, int, int]): rgb color to annotate the referees with.
        """"""
        self.ball_annotation_"|"color = ball_annotation_color
        self.referee_annotation_color = referee_annotation_color
        super().__init__()
        
    
    def annotate(self, frame: np.ndarray, tracks: Dict) -> np.ndarray:
        """"""
        Annotates the frame with objects like players, referees, and the ball.
        
        Args:
            frame (np.ndarray): The current frame to be annotated.
            tracks (Dict): A dictionary containing object tracking data, categorized by object types.

        Returns:
            np.ndarray: The annotated frame.
        """"""

        frame = frame.copy()

        # Iterate over the tracked objects
        for track in tracks:
            for track_id, item in tracks[track].items():
                # Get the club color, or default to yellow
                color = item.get('club_color', (255, 255, 0))
                # Convert RGB to BGR format for OpenCV"|"s the ball.
            referee_annotation_color (tuple[int, int, int]): rgb color to annotate the referee.
        """"""
        self.ball"|0|Almost entirely correct.|False|74.79428595129487|0.5421806974540421|0.8947368421052632|0.7777777777777778|0.8947368421052632
code_examples\object_position_mapper.py|"from .abstract_mapper import AbstractMapper
from .homography import get_homography, apply_homography, HomographySmoother
from utils.bbox_utils import get_feet_pos

import numpy as np

class ObjectPositionMapper(AbstractMapper):
    """"""
    A class to map object positions from detected keypoints to a top-down view.

    This class implements the mapping of detected objects to their corresponding
    positions in a top-down representation based on the homography obtained from 
    detected keypoints.
    """"""

    def __init__(self, top_down_keypoints: np.ndarray, alpha: float = 0.9) -> None:
        """"""
        Initializes the ObjectPositionMapper.

        Args:
            top_down_keypoints (np.ndarray): An array of shape (n, 2) containing the top-down keypoints.
            alpha (float): Smoothing factor for h"|"omography smoothing.
        """"""
        super().__init__()
        self.top_down_keypoints = top_down_keypoints
        self.homography_smoother = homo"|"graphySmoother(alpha=alpha)

    def map(self, detection: dict) -> dict:
        """"""Maps the detection data to their positions in the top-down view.

        This method retrieves keypoints and object information from the detection data,
        computes the homography matrix, smooths it over frames, and projects the foot positions
        of detected objects.

        Args:
            detection (dict): The detection data containing keypoints and object information.

        Returns:
            dict: The detection data with projected positions added.
        """"""
        detection = detection.copy()
        
        keypoints = detection['keypoints']
        object_data = detection['object']

        if not keypoints or not object_data:
            return detection

        H = get_homography(keypoints, self.top_down_keypoints)
        smoothed_H = self.homography_smoother.smooth(H)  # Apply smoothing to the homo"|"oomgraphy smoothing.
        """"""
        super().__init__()
        self.top_down_keypoints = top_down_keypoints
        self.alpha = alpha

    def ma"|1|Some parts are missing, some are added.|False|83.74213307350813|0.43361890903486755|0.7096774193548386|0.689655172413793|0.7096774193548386
code_examples\object_annotator.py|" size for the ellipse
        y = int(bbox[3])
        x, _ = get_bbox_center(bbox)
        x = int(x)
        w = int(get_bbox_width(bbox))

        # Determine the ellipse style based on the object class
        if obj_cls == 'referee':
            self._draw_dashed_ellipse(frame, x, y, w, color)
        elif obj_cls == 'goalkeeper':
            self._draw_double_ellipse(frame, x, y, w, color)
        else:
            # Standard ellipse for players
            cv2.ellipse(frame, center=(x, y), axes=(w, 20), angle=0, startAngle=-30, endAngle=240, color=color,
                        thickness=2, lineType=cv2.LINE_AA)

        # Draw a small rectangle under the ellipse to hold the"|"object's id
        y = int(bbox[3]) + 10
        h, w = 10, 20
        cv2.rectangle(frame, (x - w"|", y - h), (x + w, y + h), color, cv2.FILLED)

        # Display the track ID
        x1 = x - len(str(track_id)) * 5
        cv2.putText(frame, text=f""{track_id}"", org=(x1, y + h // 2), fontFace=cv2.FONT_HERSHEY_PLAIN, fontScale=1,
                    color=color2, thickness=2)

        # If the object's speed is available, annotate it as well
        if speed >= 0:
            speed_str = f""{speed:.2f} km/h""
            x2 = x - len(speed_str) * 5
            cv2.putText(frame, text=speed_str, org=(x2, y + 20), fontFace=cv2.FONT_HERSHEY_PLAIN, fontScale=1,"|"rectangle
        cv2.rectangle(frame, (x, y), (x + w, y + h), color, cv2.filled)

        # draw a small rectangl"|2|Mostly incorrect.|False|23.440058276054607|0.01626739260030573|0.4117647058823529|0.25|0.29411764705882354
code_examples\video_utils.py|"
                if item is None:
                    print(""No more frames to display"")
                    break
                frame_count, processed_frame = item

                frame_filename = os.path.join(temp_dir, f""frame_{frame_count:06d}.jpg"")
                cv2.imwrite(frame_filename, processed_frame)
                
                cv2.imshow('Football Analysis', processed_frame)

                if cv2.waitKey(1) & 0xFF == ord('q'):
                    print(""'q' pressed, initiating shutdown"")
                    stop_event.set()
                    break
            except queue.Empty:
                continue
            except Exception as e:
                print(f""Error displaying frame: {e}"")

        cv2.destroyAllWindows()
        print(""Frame display complete"")

    width = 1920
    height = 1080

    with tempfile.TemporaryDirectory() as temp_dir:
        try:
            threads = ["|"threading.thread(target=frame_capture_thread, name=""capture""),
                threading.thread(target=frame_processing_thread, name=""processing""),
                threading.thread(target"|"=frame_display_thread, args=(temp_dir,), name=""Display"")
            ]

            for thread in threads:
                thread.start()

            # Wait for user to press 'q'
            while any(thread.is_alive() for thread in threads):
                if stop_event.is_set():
                    print(""Stopping threads..."")
                    break
                time.sleep(0.1)

            stop_event.set()  # Ensure all threads know to stop

            for thread in threads:
                thread.join(timeout=10)  # Give each thread 10 seconds to join
                if thread.is_alive():
                    print(f""Thread {thread.name} did not terminate gracefully"")

            # Ensure all queues are empty
            while not frame_queue.empty():
                frame_queue.get()
            while not processed_queue.empty():
                processed_queue.get()

            print(""All threads have completed."")
            # Only convert"|"threading.thread(target=frame_display_thread, args=(temp_dir,), name=""frame display"") for _ in range(10)]

            for thread in threads"|2|Share some similarities, but mostly incorrect.|False|28.54461698486262|0.0|0.46153846153846156|0.16216216216216214|0.46153846153846156
